time,type,estimate,num_kwh,kwh_price_no_vat,vat_percent,amount_with_vat
2017-06-19T03:00:00+00:00,consumption,False,0.000,0.229,25,0.000,0.000
2017-06-19T03:00:00+00:00,consumption,False,0.000,0.229,25,0.000,0.000
2017-06-19T03:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-19T04:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-19T04:00:00+00:00,consumption,False,1.000,0.234,25,0.234,0.292
2017-06-19T04:00:00+00:00,elcert,False,1.000,0.020,25,0.020,0.025
2017-06-19T04:00:00+00:00,consumption,False,0.000,0.234,25,0.000,0.000
2017-06-19T04:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-19T04:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-19T05:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-19T05:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-19T05:00:00+00:00,consumption,False,0.000,0.238,25,0.000,0.000
2017-06-19T05:00:00+00:00,elcert,False,3.000,0.020,25,0.060,0.075
2017-06-19T05:00:00+00:00,consumption,False,3.000,0.238,25,0.714,0.892
2017-06-19T05:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-19T06:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-19T06:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-19T06:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-19T06:00:00+00:00,consumption,False,0.000,0.234,25,0.000,0.000
2017-06-19T06:00:00+00:00,elcert,False,1.000,0.020,25,0.020,0.025
2017-06-19T06:00:00+00:00,consumption,False,1.000,0.234,25,0.234,0.292
2017-06-19T07:00:00+00:00,production,False,1.000,-1.000,0,-1.000,-1.000
2017-06-19T07:00:00+00:00,consumption,False,0.000,0.242,25,0.000,0.000
2017-06-19T07:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-19T07:00:00+00:00,consumption,False,0.000,0.242,25,0.000,0.000
2017-06-19T07:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-19T07:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-19T08:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-19T08:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-19T08:00:00+00:00,consumption,False,0.000,0.242,25,0.000,0.000
2017-06-19T08:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-19T08:00:00+00:00,consumption,False,0.000,0.242,25,0.000,0.000
2017-06-19T08:00:00+00:00,production,False,3.000,-1.000,0,-3.000,-3.000
2017-06-19T09:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-19T09:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-19T09:00:00+00:00,consumption,False,0.000,0.241,25,0.000,0.000
2017-06-19T09:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-19T09:00:00+00:00,consumption,False,0.000,0.241,25,0.000,0.000
2017-06-19T09:00:00+00:00,production,False,4.000,-1.000,0,-4.000,-4.000
2017-06-19T10:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-19T10:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-19T10:00:00+00:00,consumption,False,0.000,0.244,25,0.000,0.000
2017-06-19T10:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-19T10:00:00+00:00,consumption,False,0.000,0.244,25,0.000,0.000
2017-06-19T10:00:00+00:00,production,False,4.000,-1.000,0,-4.000,-4.000
2017-06-19T11:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-19T11:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-19T11:00:00+00:00,consumption,False,0.000,0.243,25,0.000,0.000
2017-06-19T11:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-19T11:00:00+00:00,consumption,False,0.000,0.243,25,0.000,0.000
2017-06-19T11:00:00+00:00,production,False,5.000,-1.000,0,-5.000,-5.000
2017-06-19T12:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-19T12:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-19T12:00:00+00:00,consumption,False,0.000,0.242,25,0.000,0.000
2017-06-19T12:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-19T12:00:00+00:00,consumption,False,0.000,0.242,25,0.000,0.000
2017-06-19T12:00:00+00:00,production,False,3.000,-1.000,0,-3.000,-3.000
2017-06-19T13:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-19T13:00:00+00:00,production,False,2.000,-1.000,0,-2.000,-2.000
2017-06-19T13:00:00+00:00,consumption,False,0.000,0.239,25,0.000,0.000
2017-06-19T13:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-19T13:00:00+00:00,consumption,False,0.000,0.239,25,0.000,0.000
2017-06-19T13:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-19T14:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-19T14:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-19T14:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-19T14:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-19T14:00:00+00:00,consumption,False,0.000,0.236,25,0.000,0.000
2017-06-19T14:00:00+00:00,consumption,False,0.000,0.236,25,0.000,0.000
2017-06-19T15:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-19T15:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-19T15:00:00+00:00,consumption,False,0.000,0.236,25,0.000,0.000
2017-06-19T15:00:00+00:00,elcert,False,1.000,0.020,25,0.020,0.025
2017-06-19T15:00:00+00:00,consumption,False,1.000,0.236,25,0.236,0.295
2017-06-19T15:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-19T16:00:00+00:00,consumption,False,2.000,0.236,25,0.472,0.590
2017-06-19T16:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-19T16:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-19T16:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-19T16:00:00+00:00,consumption,False,0.000,0.236,25,0.000,0.000
2017-06-19T16:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-06-19T17:00:00+00:00,elcert,False,3.000,0.020,25,0.060,0.075
2017-06-19T17:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-19T17:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-19T17:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-19T17:00:00+00:00,consumption,False,3.000,0.235,25,0.705,0.881
2017-06-19T17:00:00+00:00,consumption,False,0.000,0.235,25,0.000,0.000
2017-06-19T18:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-19T18:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-19T18:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-19T18:00:00+00:00,consumption,False,0.000,0.233,25,0.000,0.000
2017-06-19T18:00:00+00:00,elcert,False,3.000,0.020,25,0.060,0.075
2017-06-19T18:00:00+00:00,consumption,False,3.000,0.233,25,0.699,0.874
2017-06-19T19:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-19T19:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-19T19:00:00+00:00,consumption,False,3.000,0.232,25,0.696,0.870
2017-06-19T19:00:00+00:00,elcert,False,3.000,0.020,25,0.060,0.075
2017-06-19T19:00:00+00:00,consumption,False,0.000,0.232,25,0.000,0.000
2017-06-19T19:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-19T20:00:00+00:00,consumption,False,2.000,0.232,25,0.464,0.580
2017-06-19T20:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-19T20:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-19T20:00:00+00:00,consumption,False,0.000,0.232,25,0.000,0.000
2017-06-19T20:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-06-19T20:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-19T21:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-19T21:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-19T21:00:00+00:00,consumption,False,1.000,0.230,25,0.230,0.288
2017-06-19T21:00:00+00:00,elcert,False,1.000,0.020,25,0.020,0.025
2017-06-19T21:00:00+00:00,consumption,False,0.000,0.230,25,0.000,0.000
2017-06-19T21:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-19T22:00:00+00:00,consumption,False,0.000,0.230,25,0.000,0.000
2017-06-19T22:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-19T22:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-19T22:00:00+00:00,consumption,False,0.000,0.230,25,0.000,0.000
2017-06-19T22:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-19T22:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-19T23:00:00+00:00,consumption,False,0.000,0.224,25,0.000,0.000
2017-06-19T23:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-19T23:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-19T23:00:00+00:00,elcert,False,1.000,0.020,25,0.020,0.025
2017-06-19T23:00:00+00:00,consumption,False,1.000,0.224,25,0.224,0.280
2017-06-19T23:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-20T00:00:00+00:00,consumption,False,1.000,0.218,25,0.218,0.272
2017-06-20T00:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-20T00:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-20T00:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-20T00:00:00+00:00,consumption,False,0.000,0.218,25,0.000,0.000
2017-06-20T00:00:00+00:00,elcert,False,1.000,0.020,25,0.020,0.025
2017-06-20T01:00:00+00:00,consumption,False,1.000,0.214,25,0.214,0.268
2017-06-20T01:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-20T01:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-20T01:00:00+00:00,consumption,False,0.000,0.214,25,0.000,0.000
2017-06-20T01:00:00+00:00,elcert,False,1.000,0.020,25,0.020,0.025
2017-06-20T01:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-20T02:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-20T02:00:00+00:00,consumption,False,0.000,0.216,25,0.000,0.000
2017-06-20T02:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-20T02:00:00+00:00,consumption,False,0.000,0.216,25,0.000,0.000
2017-06-20T02:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-20T02:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-20T03:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-20T03:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-20T03:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-20T03:00:00+00:00,consumption,False,0.000,0.224,25,0.000,0.000
2017-06-20T03:00:00+00:00,elcert,False,3.000,0.020,25,0.060,0.075
2017-06-20T03:00:00+00:00,consumption,False,3.000,0.224,25,0.672,0.840
2017-06-20T04:00:00+00:00,consumption,False,2.000,0.232,25,0.464,0.580
2017-06-20T04:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-20T04:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-20T04:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-20T04:00:00+00:00,consumption,False,0.000,0.232,25,0.000,0.000
2017-06-20T04:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-06-20T05:00:00+00:00,consumption,False,1.000,0.233,25,0.233,0.291
2017-06-20T05:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-20T05:00:00+00:00,elcert,False,1.000,0.020,25,0.020,0.025
2017-06-20T05:00:00+00:00,consumption,False,0.000,0.233,25,0.000,0.000
2017-06-20T05:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-20T05:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-20T06:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-20T06:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-20T06:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-20T06:00:00+00:00,consumption,False,1.000,0.240,25,0.240,0.300
2017-06-20T06:00:00+00:00,elcert,False,1.000,0.020,25,0.020,0.025
2017-06-20T06:00:00+00:00,consumption,False,0.000,0.240,25,0.000,0.000
2017-06-20T07:00:00+00:00,production,False,1.000,-1.000,0,-1.000,-1.000
2017-06-20T07:00:00+00:00,elcert,False,-1.000,0.020,25,-0.020,-0.025
2017-06-20T07:00:00+00:00,consumption,False,-1.000,0.240,25,-0.240,-0.300
2017-06-20T07:00:00+00:00,elcert,False,1.000,0.020,25,0.020,0.025
2017-06-20T07:00:00+00:00,consumption,False,1.000,0.240,25,0.240,0.300
2017-06-20T07:00:00+00:00,production,False,-1.000,-1.000,0,1.000,1.000
2017-06-20T08:00:00+00:00,consumption,False,0.000,0.239,25,0.000,0.000
2017-06-20T08:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-20T08:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-20T08:00:00+00:00,consumption,False,0.000,0.239,25,0.000,0.000
2017-06-20T08:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-20T08:00:00+00:00,production,False,3.000,-1.000,0,-3.000,-3.000
2017-06-20T09:00:00+00:00,consumption,False,0.000,0.237,25,0.000,0.000
2017-06-20T09:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-20T09:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-20T09:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-20T09:00:00+00:00,consumption,False,0.000,0.237,25,0.000,0.000
2017-06-20T09:00:00+00:00,production,False,4.000,-1.000,0,-4.000,-4.000
2017-06-20T10:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-20T10:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-20T10:00:00+00:00,consumption,False,0.000,0.246,25,0.000,0.000
2017-06-20T10:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-20T10:00:00+00:00,consumption,False,0.000,0.246,25,0.000,0.000
2017-06-20T10:00:00+00:00,production,False,5.000,-1.000,0,-5.000,-5.000
2017-06-20T11:00:00+00:00,consumption,False,0.000,0.245,25,0.000,0.000
2017-06-20T11:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-20T11:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-20T11:00:00+00:00,consumption,False,0.000,0.245,25,0.000,0.000
2017-06-20T11:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-20T11:00:00+00:00,production,False,4.000,-1.000,0,-4.000,-4.000
2017-06-20T12:00:00+00:00,production,False,2.000,-1.000,0,-2.000,-2.000
2017-06-20T12:00:00+00:00,elcert,False,1.000,0.020,25,0.020,0.025
2017-06-20T12:00:00+00:00,consumption,False,-1.000,0.238,25,-0.238,-0.298
2017-06-20T12:00:00+00:00,consumption,False,1.000,0.238,25,0.238,0.298
2017-06-20T12:00:00+00:00,elcert,False,-1.000,0.020,25,-0.020,-0.025
2017-06-20T12:00:00+00:00,production,False,-1.000,-1.000,0,1.000,1.000
2017-06-20T13:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-20T13:00:00+00:00,production,False,2.000,-1.000,0,-2.000,-2.000
2017-06-20T13:00:00+00:00,consumption,False,0.000,0.232,25,0.000,0.000
2017-06-20T13:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-20T13:00:00+00:00,consumption,False,0.000,0.232,25,0.000,0.000
2017-06-20T13:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-20T14:00:00+00:00,consumption,False,0.000,0.229,25,0.000,0.000
2017-06-20T14:00:00+00:00,production,False,5.000,-1.000,0,-5.000,-5.000
2017-06-20T14:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-20T14:00:00+00:00,consumption,False,0.000,0.229,25,0.000,0.000
2017-06-20T14:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-20T14:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-20T15:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-20T15:00:00+00:00,production,False,4.000,-1.000,0,-4.000,-4.000
2017-06-20T15:00:00+00:00,consumption,False,0.000,0.229,25,0.000,0.000
2017-06-20T15:00:00+00:00,consumption,False,0.000,0.229,25,0.000,0.000
2017-06-20T15:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-20T15:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-20T16:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-20T16:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-20T16:00:00+00:00,consumption,False,0.000,0.230,25,0.000,0.000
2017-06-20T16:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-20T16:00:00+00:00,consumption,False,0.000,0.230,25,0.000,0.000
2017-06-20T16:00:00+00:00,production,False,3.000,-1.000,0,-3.000,-3.000
2017-06-20T17:00:00+00:00,production,False,-1.000,-1.000,0,1.000,1.000
2017-06-20T17:00:00+00:00,production,False,1.000,-1.000,0,-1.000,-1.000
2017-06-20T17:00:00+00:00,consumption,False,1.000,0.232,25,0.232,0.290
2017-06-20T17:00:00+00:00,elcert,False,1.000,0.020,25,0.020,0.025
2017-06-20T17:00:00+00:00,consumption,False,-1.000,0.232,25,-0.232,-0.290
2017-06-20T17:00:00+00:00,elcert,False,-1.000,0.020,25,-0.020,-0.025
2017-06-20T18:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-20T18:00:00+00:00,consumption,False,0.000,0.230,25,0.000,0.000
2017-06-20T18:00:00+00:00,elcert,False,1.000,0.020,25,0.020,0.025
2017-06-20T18:00:00+00:00,consumption,False,1.000,0.230,25,0.230,0.288
2017-06-20T18:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-20T18:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-20T19:00:00+00:00,consumption,False,3.000,0.229,25,0.687,0.859
2017-06-20T19:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-20T19:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-20T19:00:00+00:00,consumption,False,0.000,0.229,25,0.000,0.000
2017-06-20T19:00:00+00:00,elcert,False,3.000,0.020,25,0.060,0.075
2017-06-20T19:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-20T20:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-20T20:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-20T20:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-20T20:00:00+00:00,consumption,False,0.000,0.230,25,0.000,0.000
2017-06-20T20:00:00+00:00,elcert,False,4.000,0.020,25,0.080,0.100
2017-06-20T20:00:00+00:00,consumption,False,4.000,0.230,25,0.920,1.150
2017-06-20T21:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-20T21:00:00+00:00,consumption,False,4.000,0.227,25,0.908,1.135
2017-06-20T21:00:00+00:00,elcert,False,4.000,0.020,25,0.080,0.100
2017-06-20T21:00:00+00:00,consumption,False,0.000,0.227,25,0.000,0.000
2017-06-20T21:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-20T21:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-20T22:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-20T22:00:00+00:00,consumption,False,4.000,0.227,25,0.908,1.135
2017-06-20T22:00:00+00:00,elcert,False,4.000,0.020,25,0.080,0.100
2017-06-20T22:00:00+00:00,consumption,False,0.000,0.227,25,0.000,0.000
2017-06-20T22:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-20T22:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-20T23:00:00+00:00,consumption,False,3.000,0.220,25,0.660,0.825
2017-06-20T23:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-20T23:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-20T23:00:00+00:00,consumption,False,0.000,0.220,25,0.000,0.000
2017-06-20T23:00:00+00:00,elcert,False,3.000,0.020,25,0.060,0.075
2017-06-20T23:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-21T00:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-21T00:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-21T00:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-21T00:00:00+00:00,consumption,False,0.000,0.218,25,0.000,0.000
2017-06-21T00:00:00+00:00,elcert,False,1.000,0.020,25,0.020,0.025
2017-06-21T00:00:00+00:00,consumption,False,1.000,0.218,25,0.218,0.272
2017-06-21T01:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-21T01:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-21T01:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-21T01:00:00+00:00,consumption,False,0.000,0.217,25,0.000,0.000
2017-06-21T01:00:00+00:00,elcert,False,1.000,0.020,25,0.020,0.025
2017-06-21T01:00:00+00:00,consumption,False,1.000,0.217,25,0.217,0.271
2017-06-21T02:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-21T02:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-21T02:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-21T02:00:00+00:00,consumption,False,0.000,0.217,25,0.000,0.000
2017-06-21T02:00:00+00:00,elcert,False,1.000,0.020,25,0.020,0.025
2017-06-21T02:00:00+00:00,consumption,False,1.000,0.217,25,0.217,0.271
2017-06-21T03:00:00+00:00,consumption,False,1.000,0.229,25,0.229,0.286
2017-06-21T03:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-21T03:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-21T03:00:00+00:00,consumption,False,0.000,0.229,25,0.000,0.000
2017-06-21T03:00:00+00:00,elcert,False,1.000,0.020,25,0.020,0.025
2017-06-21T03:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-21T04:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-21T04:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-21T04:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-21T04:00:00+00:00,consumption,False,0.000,0.232,25,0.000,0.000
2017-06-21T04:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-21T04:00:00+00:00,consumption,False,0.000,0.232,25,0.000,0.000
2017-06-21T05:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-21T05:00:00+00:00,consumption,False,2.000,0.233,25,0.466,0.582
2017-06-21T05:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-06-21T05:00:00+00:00,consumption,False,0.000,0.233,25,0.000,0.000
2017-06-21T05:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-21T05:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-21T06:00:00+00:00,consumption,False,0.000,0.258,25,0.000,0.000
2017-06-21T06:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-21T06:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-21T06:00:00+00:00,consumption,False,1.000,0.258,25,0.258,0.322
2017-06-21T06:00:00+00:00,elcert,False,1.000,0.020,25,0.020,0.025
2017-06-21T06:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-21T07:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-21T07:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-21T07:00:00+00:00,consumption,False,0.000,0.258,25,0.000,0.000
2017-06-21T07:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-21T07:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-21T07:00:00+00:00,consumption,False,0.000,0.258,25,0.000,0.000
2017-06-21T08:00:00+00:00,production,False,2.000,-1.000,0,-2.000,-2.000
2017-06-21T08:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-21T08:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-21T08:00:00+00:00,consumption,False,0.000,0.258,25,0.000,0.000
2017-06-21T08:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-21T08:00:00+00:00,consumption,False,0.000,0.258,25,0.000,0.000
2017-06-21T09:00:00+00:00,production,False,5.000,-1.000,0,-5.000,-5.000
2017-06-21T09:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-21T09:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-21T09:00:00+00:00,consumption,False,0.000,0.255,25,0.000,0.000
2017-06-21T09:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-21T09:00:00+00:00,consumption,False,0.000,0.255,25,0.000,0.000
2017-06-21T10:00:00+00:00,consumption,False,0.000,0.237,25,0.000,0.000
2017-06-21T10:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-21T10:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-21T10:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-21T10:00:00+00:00,production,False,4.000,-1.000,0,-4.000,-4.000
2017-06-21T10:00:00+00:00,consumption,False,0.000,0.237,25,0.000,0.000
2017-06-21T11:00:00+00:00,consumption,False,0.000,0.238,25,0.000,0.000
2017-06-21T11:00:00+00:00,production,False,3.000,-1.000,0,-3.000,-3.000
2017-06-21T11:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-06-21T11:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-21T11:00:00+00:00,consumption,False,0.000,0.238,25,0.000,0.000
2017-06-21T11:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-06-21T12:00:00+00:00,production,False,2.000,-1.000,0,-2.000,-2.000
2017-06-21T12:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
